skill,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10
Research Experiments,-0.0008958102405716142,0.04572914198085547,0.0038821486558665626,-0.021197872725857318,0.00017180657156423508,0.008530744445417337,2.8126093318603456e-05,0.020561213432762987,0.008434025972534903,0.01662715750044484
Social,0.04370707565254878,0.007726438819944992,0.0050333682302110975,0.048172197003960124,-0.004898569386459703,0.2855161450211808,-0.026331896000010836,-0.11160836724463938,0.053110671403970265,-0.11817117593863175
Education Program Development,0.002293804729519338,0.009332861079859877,0.0025066019519267755,0.010549405710422136,-0.0018969648753829522,0.12659702192922623,-0.008392525046113125,0.008487602205519135,0.012312069317596293,-0.04319996715667489
Molecular Cloning,0.000824280585263301,0.13284033334418993,0.01716997262570603,-0.06386362899872827,0.007343121453948219,-0.05924268040839124,-0.0056038530204188045,-0.2187618816949255,0.14686249602804588,0.005022642469981728
Litigation Practice,-0.0029632686286504306,-0.01552991345919321,0.1277400238743971,0.001327148267556137,0.004816235206036996,0.000581064042722883,-0.0019388965001792444,0.0004579040157636679,0.00014376398589862108,-0.0022834194410810537
Protocol Buffers,-0.0023985401610879835,-0.0053001683794299355,-0.003667376909580631,-0.0012043345822658072,-0.002701441052368251,-0.007845669963604293,0.00503634698769653,-0.0017865897734659418,0.00010761162849781282,0.0033842770533283476
Technology Transfer,-0.0014126442758277881,0.02257662065680875,0.0010402542852670886,-0.00709006466859184,-7.196428620232237e-05,-0.022518212059655547,0.0038175557478650115,-0.031360673915841054,0.020594653192254522,0.009622644625742709
Continuing Medical Education,0.023705679522173652,0.024266158089467197,0.0028838603510628505,0.10617421606902956,0.00207472357357399,-0.04882103496869737,0.00454110802017556,0.1499252904818417,0.1464782371754564,0.04892642753196238
Qualification in Immunohistochemistry,0.0009556644523492971,0.05190628406178547,0.006175098849778094,-0.00602643405554458,0.0025516218928547723,-0.04127836735458045,-0.00023879159861167165,-0.09451953535129928,0.09365000069304358,-9.459503917767972e-05
Public Health Education,0.009886547122048875,0.013030460139618708,0.0030264973543027212,0.01627229850428903,-0.000692266517245585,0.06220414743645572,-0.006444539351201763,0.0071655677073009525,-0.003989120267393901,-0.006251451952347029
Action Research,-0.00032568303385126506,0.07064841324352715,0.007737509816306634,-0.03486683628193962,-0.002156172538961149,0.1344089980391359,-0.00979742380257812,0.07771992411391629,-0.00416150485504573,-0.05597704748073061
Experimental Research,-0.005031627645275196,0.20648384473900933,0.026364675439351067,-0.13635746441171584,0.006714513020652172,0.044404287945144824,-0.003024851306415552,0.19918187662214693,-0.07948421408324882,0.028246148625895823
Healthcare Marketing,0.01942302022742647,0.008461732453475642,0.00013070759007866197,0.03883649747375046,-0.001353283449500689,0.03942996503419533,-0.0019502473592797659,-0.009533830605359042,0.008895316866013107,-0.05100180009559388
Technical Editing,0.002352718349530087,0.02537273373614327,0.00262797480747961,0.035605388368680616,-0.0018132323957782276,0.03651067989878051,-0.00050940725522169,-0.0021979033896050723,-0.10774133400630362,-0.03515239806309608
Government Law,-0.0022628586105194765,-0.00909694183241645,0.022000147290246727,0.002186711944940789,0.11019651203407652,0.01731055260012852,-0.0015191179187767987,-0.0002468977841595242,-0.0011709216114532532,-0.012826739728688266
Healthcare Effectiveness Data and Information Set,0.003299873974380524,0.03585193703612858,0.006186483547088877,-0.0153826826918009,0.0007766004319550864,0.018169506687616226,-0.0014196216978225543,0.03859217110945165,-0.014521345171133073,0.010652093743066249
Field Work,-0.001699558623017649,0.01850672832879938,0.002746613794646053,-0.009720951862013992,-0.0007058918794399282,0.03958312171058965,-0.012489334644610044,0.01111817912680804,0.00407700040584624,-0.02155475535521491
Officer Training,-0.0032246817995455613,-0.010768399388160996,0.05994651466505931,0.005653104222769153,0.006638257858728363,0.006185814910317148,-0.001651565523047883,0.003415201274296005,-0.0011288354945875277,-0.009542311019025574
Computational Statistics,-0.004382008280229048,0.2145935004219427,0.023487638120305375,-0.09747616759783659,0.005630164597086116,0.050200850291839016,-0.0029511951720060294,0.162221089805434,-0.15869634641814775,-0.011397030233540387
Child Cardiopulmonary Resuscitation,0.003442821656900933,0.02494742645049535,0.010284057088181902,0.01808256189963528,0.012813676132996452,0.02008979463586293,-0.021062555531398932,-0.00011450053063895475,0.029200202624393993,-0.012893945095570201
Acidbase Chemistry,-0.0016712311462279232,0.05782762445409879,0.006736547694085317,-0.03669459325179031,0.002665024066076107,-0.009708865143845134,-0.0011993089972364315,-0.010542163487778616,0.01761357168540484,0.007530792791675544
Special Events,0.006786182882585936,0.002156037934619352,0.002737241669815119,0.0352270708738635,-0.005613909872958305,0.2631604511751888,-0.019607975383354022,-0.04884724263351516,0.04606874389636332,-0.14813444158842312
Exploratory Research,-0.0013572522822854626,0.026554134727498287,0.002239848938052156,-0.007339576127565818,0.003440327723881842,0.03865195590308796,-0.0033202712881360242,-0.014300608439414384,0.0136492492601827,-0.02824566380223534
Crisis Intervention,0.010143704119577239,0.00916924634905328,0.0038555998336492515,0.006082128139908347,-0.0020497826695475094,0.09390448954159299,-0.011500980421287792,0.015648475482772376,0.0034312046866337943,-0.0596149800152206
US GAAP Reporting,-0.002109334898001273,-0.005556273328069708,-0.00381259599958593,-0.0005284753503428114,-0.003024012792658399,-0.008275333093622914,0.006780455148261537,-0.00301277803277997,0.00047242213926116755,0.005466368539975471
Plant Biotechnology,0.00645698925128571,0.18811909876674543,0.02272376703096542,0.044851594209061395,0.007952813246404873,-0.1205627161302181,0.006319199239543457,-0.10704051325498229,0.017523788493259862,-0.0467408580780014
ImageJ,0.0023189419318943344,0.047361268624592834,0.004529744556277451,-0.007670891127475595,0.011687512913315611,0.0005990743289719048,-0.011745217461198762,-0.05597768679805911,0.05075440702686728,0.01862921262788179
Medical Device Development,-0.00010672915934085056,0.0179727636225221,0.0008896730533265847,-0.0026755924658633714,-0.0006206061227590106,-0.004051194619614619,0.0017844595859884851,-0.00827831417047084,0.017185461292506886,0.005313525744714691
Malpractice Litigation,-0.0019470124402741868,-0.020961088227899168,0.15986537756494068,0.000632721284401692,0.003327571388994187,-0.011039840259878062,-0.0016473083869311472,-0.0018245164955384087,-0.0024643321702989608,0.012214491271141159
Molecular and Cellular Biology,0.003795652504010743,0.050984122725010995,0.006313850089827699,-0.007716372594409181,0.002147904272374505,-0.009478302064347084,-0.0036206784799758785,-0.08403645794075215,0.07200489662824741,0.01934718655626939
Social Science Research,0.0016905860392232817,0.012590107458684108,0.005153065635948672,0.017280926726219316,-0.0014319333883204208,0.09983546248827838,-0.008774843435433194,-0.027405136551564735,0.016210629136620792,-0.05167182664439804
Local Training,-0.00099468380836715,0.002499685082661429,-0.00044754765627853,0.0069774896968492735,-0.002594795327254354,0.08383065343105546,-0.004511366929450951,-0.004615247246689968,0.011324757779044745,-0.03966392522334369
Large Scale Distributed Systems,-0.010843212867789005,-0.02449592580852069,-0.01611541222213826,-0.004467153265575473,-0.01142122060872064,-0.031194963188290917,0.019647161303027617,-0.009481455109436964,0.0027178320468489356,0.01325460780996265
Strategic Fundraising,-0.002316972312358971,-0.004124172886368634,-0.00038492656651826617,0.002139652067742338,0.00048675353046152446,0.05133821693697247,0.0004312605359481407,0.0031861954367796014,0.006368270129113439,-0.03195171526326176
Amazon DynamoDB,-0.0036371074336261767,-0.008414214459547905,-0.005581968960536753,-0.0014493018053323547,-0.0040761827908419685,-0.011504993038764995,0.007470810239553024,-0.004133376289441894,0.0016387848130875412,0.00498866246908045
Contract Lifecycle Management,-0.003306731552305437,-0.008066504134266274,-0.005943270751275373,-0.00023553205360314638,-0.00657449343619205,-0.031247441269186625,-0.35514588751004617,0.008607802380562466,-0.004619375114288333,-0.012542004971675229
Court Dockets,-0.0033586862667829443,-0.013805123500110822,0.10584386861044676,-0.0017645335725453707,0.0027214006815045066,0.008047923866871766,-0.0006110616212916601,0.005814912671597314,-0.0016220390239797258,-0.004826441504237815
Electronic Clinical Research Information System,0.01012478397357056,0.009368811607371498,0.004103314151138942,0.0173845801750495,0.0006603059631312906,0.057945651346749866,-0.00700574936932574,-0.007322133323915948,0.02680275125362675,0.060132893521861235
Test Statistics,-0.0002698693623438913,0.012560566460513749,-0.00022465809598851258,0.004852945754406728,-0.0010018530504415997,0.002486635218351527,-0.006896445898718888,-0.027999994002144715,0.0024315539531317505,-0.01087729879350132
AWS CloudFormation,-0.0026811035677676287,-0.004302170300434615,-0.004019179030502156,-0.0018474527169790513,-0.0031036037661119923,-0.009986742896190547,0.005968246860150112,-0.009616610925541464,0.008009807042011595,0.005026829137754478
Nonprofit Operations,0.003858434248928106,0.004808610587534708,0.0013751433691060488,0.026088336267099516,0.017379154557558573,0.161081618311722,-0.014026647427731248,-0.04238158954515346,0.02571758324682413,-0.041588491590843345
Data Collection Protocols,0.013859016662379554,0.01640476263583442,0.014050583139098878,0.04921010649969333,-0.0005931614284222712,0.048655529608639315,-0.008899434597511626,0.012585799343279186,0.06743469600059075,-0.016342030205267026
Epic Systems,0.0706227659895931,0.017041865398215974,0.003312644634671539,0.03507194273633738,0.000847215228099537,0.051588743218471664,-0.009047047684773,0.0008359960252329436,0.008963705134752151,0.09069941302655293
Clinical Trial Planning,0.008239805168986324,0.05341688016859296,0.006222143796571054,0.01718948389296134,0.00140472242503541,-0.011783426596114687,0.0004304881675801154,0.016570786595396396,0.0027375295672877353,0.019607061984477467
Project Estimation,-0.0024786865452743707,-0.006387387552118595,-0.004761257049844212,-0.0012848131592780258,-0.004950987356878439,-0.026232956872072978,-0.267532796461913,0.005364622752285605,-0.0046484945285171836,-0.00697534106288314
Bioinformatics Databases,-0.0013144465404761867,0.09196003068501149,0.011593834677001365,-0.05103136476812248,0.0046164376572710355,-0.029790248841246883,-0.0021851450799123605,-0.07112007742694738,0.04665299966051386,0.010848217121645609
Clinical Trial Management System,0.006345901648428529,0.03165933559647246,0.0035097924172007144,0.07136574405577134,0.00031232172583181697,-0.035310686442079096,0.005614781945682297,0.03167487649221811,0.016858473650987922,-0.03195574922888306
Communication Theory,-0.0026113308285233487,0.045045233340301784,0.009446809049319427,-0.02788245825336956,-0.0001855593039490245,0.04290111704225902,-0.0017144286196606293,0.06590136197807434,-0.03335591667123794,-0.011388553978927055
Collaborative Research,-0.0004381604684460951,0.04583368137205633,0.003948378186540887,-0.001122200261570534,-0.0018777566456959778,0.05955896858673749,-0.007208355189631326,-0.003238685333629619,-0.02192901124437821,-0.02522845227462658
Cell Biology Techniques,0.0022412540223726786,0.0803386963923692,0.008887795377468139,-0.03279694349698692,0.0025109361242736457,0.008754360343606576,-0.0028252049458373004,-0.06562929646575728,0.02036231898887869,0.0074192946083261385
Academic Writing,0.0016817344524979174,0.02103084416901195,0.01571867960434406,0.02038968317647285,0.01020264553971622,0.12034268559934777,-0.012528274092144697,-0.05057085477074246,0.03602911083105374,-0.053874706003983294
Public Health Policy Analysis,0.0026548193600174994,0.010503633656316833,0.003619723524488247,0.014216115098721723,0.0023360895988222973,0.04545380877299071,-0.0024547622106731457,0.010076814446376576,-0.0017050603068645206,-0.011314049191243264
Agarose Gel Electrophoresis,0.0036775967902587586,0.07431060754061358,0.009429835800892135,-0.026739432688420616,0.003949801731572205,-0.020794234852317316,-0.004379879333130615,-0.10731596888831832,0.05992647863766781,0.03455083086216261
Food Microbiology,-0.001357658061246366,0.06645237890062018,0.00870189353445101,-0.031315928045522086,0.003526377815158464,-0.02369174450840561,-0.002668283565880915,-0.08879363311078459,0.06061232097261147,5.092110810943995e-05
Postdoctoral Research,-0.00011632698676390814,0.020693654131082255,0.0006815516755141779,-0.012110710885017879,0.0013898742918986018,0.05141896604719408,-0.003174890334604008,0.024213227530613158,-0.012786433916298516,0.004616066455137932
Communication Training,0.00040992590763352563,-0.0017158582829151134,-0.0003672651551714206,0.007495698095418016,-0.00195578832496984,0.029881623794606054,0.0012854190934717725,0.0011445210186682535,-0.0030813127895356267,-0.01210028716154179
Laboratory Practice,0.0035115775421717408,0.0456344081450112,0.004269089647350156,0.0021667900738067797,0.0012410082855767732,-0.015038689239448224,-0.00010047913849638743,-0.05834390194406299,0.03746320582892469,0.033413378124279663
Clinical Data Analysis,0.04303696843363133,0.0530776120751903,0.005495727436076612,0.1581498637832896,-0.000738164015872401,0.028202991658363222,-0.003205442889990987,0.044608335343204596,0.17214410099804867,-0.08155584512698717
Literature Reviews,0.009038293963666648,0.043835265957958364,0.008755588063602259,0.03647159999490879,-0.0014290418772212887,0.08381973080723953,-0.019559366729786573,0.05222064656835608,0.030311531163307207,-0.009797895023565891
Instructional Leadership,-0.0026514268333207515,0.10036704532859113,0.020621063713869514,-0.06598119586031215,0.000825034184828022,0.09194840315232747,-0.006097945469445565,0.19743028545365618,-0.07441581387459088,0.016498739563236844
Mental Health Counseling,0.005480225123941622,0.008900113229934146,0.0011411469066460367,0.02384222011851142,-0.0015923105878177697,0.06182089457703398,-0.005473923062907349,0.00928197993728983,0.0010434901405175312,-0.03344664609678817
Dental Sales,0.001203799273848821,0.019795941539442752,0.0015472730982515927,-0.01068821455180519,-0.00032956524302200094,0.02578025770300525,-0.0014292149352164113,0.05923579302804566,-0.005243601708064879,0.024780899387533868
Arbitration Procedures,-0.0034064856640817166,-0.015986393724018486,0.12360356361317702,-0.0005068293173413076,0.0011078192705800524,0.006404199159975271,-0.001246099567752022,-0.003138490731017591,0.0029831708254445476,-0.011018021145819274
Qualitative Research,0.0030183811003527787,0.10046917307077485,0.009560426770642875,0.022140156376040707,-0.001191087399774875,0.10842579867057628,-0.012570927679317136,0.05481774181840674,-0.06361007298041327,-0.061703441344662595
Panel Data Analysis,0.006394828145490609,0.14709000432852057,0.019447636264764253,0.021519847505108207,0.0007644750346658573,0.09936122017098022,-0.008658366572599259,-0.052849980239488975,-0.133203708227791,-0.04178364753223476
Teacher Training,-0.00010146998114220973,0.005652751903941392,0.012975450004726241,0.014039506972327448,-0.005539822537468427,0.16856486016937583,-0.016234782884533304,-0.03287271884775651,0.04067207352688316,-0.05639296647149442
Paralegal,-0.008167894725773202,-0.03619704160988166,0.309358889111375,-0.0022857913550323665,0.0023444236570704735,0.0054134457753974045,-0.003571416216027527,0.0022005142957055796,0.0006959980285999119,-0.006341655098058513
Higher Education Management,-0.002035768730572546,0.0026222420421743373,-0.0012432659633726342,0.0014786116511585244,-0.0026473602039680435,0.0726142674910777,-0.0038576468154739637,-0.003220645662526654,0.01339418042776345,-0.03586691144147102
Westlaw,-0.00871541773453817,-0.04045803627839235,0.3205744849792118,0.00038132548180383106,0.004338311052135473,0.004278258719776278,-0.003351098467352282,-0.001327142630478757,0.00232699307626874,-0.005899567200254318
Cell Biology,0.0016803138127293134,0.22053496840505055,0.025511899196498163,-0.009198453885589026,0.007521763829011961,-0.07727241136075552,0.0027001278871697496,-0.06264044955585008,0.009852380754627243,-0.04199626854893471
Social Media Content,-0.0002774212625664243,0.00017004970157046757,-0.0008139844052262107,0.007390729570801916,0.0007115324978019756,0.0754641347047185,-0.0061856498508878095,0.00835884237132942,0.010121986996521436,-0.057128248482211846
Post Doctoral Training,0.0002818521635325744,0.12043971204429557,0.013022566224331553,0.008835313560408274,0.001070735905658924,0.017723403119785184,0.0037104519921681385,0.2086868791436073,0.02160772861280771,-0.04328958498177389
Agricultural Consumer and Environmental Science,-0.0019331089119044786,0.009167235971906103,-0.0008392804652199705,-0.006109954394472548,-0.0016494362628285619,0.010690944039302649,-0.020616127075556524,0.01892851803023573,-0.010253077169318022,-0.009687871023058498
Criminal Defense Litigation,-0.004485472471021095,-0.01630911137002301,0.12564966799850266,-0.0006825876475049153,0.0009034898108436631,0.01618578417660006,-0.0006938969075484502,0.00498756914411965,-0.002678809303278651,-0.010418054416172629
Volunteer Training,4.892547530637561e-05,-0.0013328506118906046,0.00026930387066022505,0.009065212783100594,-0.0027050930118356583,0.08104962016991565,-0.003309088582693148,0.003714558679525567,0.01070282643957607,-0.05371097176098723
Scientific Writing,-0.0031180284359046077,0.13092595062680146,0.01588796511629104,-0.07655602426602572,0.0035228846581850455,0.004361643887166239,-0.0033338321391294234,-0.02450732251094342,0.02452022849199608,0.007532681340087587
Task Force Management,-0.0016478229276419287,-0.007424396324664278,-0.005192629437429172,0.0018122665921419523,0.19121550543810625,0.00895593635197605,-0.0026346176823937376,0.003252818784270604,0.0020600713793796324,-0.005117358734007112
Western Blotting,0.002206876147940868,0.2302206076327785,0.02541291205250628,-0.034008409535525905,0.007332104570659511,-0.05995977740650749,-0.00032993720168622543,-0.12391828212456893,0.05460300768874519,-0.02379441108694802
Internal Control Evaluation,-0.0025366811030725417,-0.006347531295316712,-0.004421857072812373,4.6545555010314985e-05,-0.0033879455108062587,-0.007873854823048839,0.006733718737358782,-0.0009878409866796412,0.0019240944701883376,0.004606622739652508
Electronic Medical Record System,0.05858670287668894,0.021612196801137944,0.004071090550867084,0.030969117072413403,0.0017787862920550903,0.03495206239793538,-0.006750756599819518,0.013257736843866223,0.011968439502194532,0.060664041843891715
Protein Purification,-0.00023139249882608487,0.1016395438584915,0.012782340515966587,-0.03192411497713017,0.005442526071967577,-0.050555189308574985,-0.0036319427544110085,-0.156840797160946,0.10379479564182,0.003978927126706974
Biostatistics,0.0016637900742761213,0.031526041329432763,0.0034657835694089437,0.0003222848385150519,0.00016772840565639928,0.03073207716662399,-0.004665100842402154,-0.022226950545969407,0.015534710319807507,0.004159184971721639
Small Project Management,-0.0007945290395232346,-1.0295447105425793e-05,0.0048415034154617835,0.004321025624475285,0.0020594801623037436,0.03464740668456392,-0.00156616907187086,-0.01103125781469422,0.010937155371358252,-0.012602187753390828
Data Collection Techniques,0.0013351027082813339,0.022423300406236024,0.002866195390437645,0.00016278218599458528,-0.0005807739296233246,0.04075162357842959,-0.003563758852932575,0.03241704234009614,-0.004234086749300882,-0.007514904470182559
Ethical Research,-0.0027563142046300487,-0.0020047035952007906,0.029540911117872933,-0.0009086920893293733,-0.0023279557193102334,0.0505813737890529,-0.00123974009222915,0.01057887798777112,-0.005809129908318512,-0.02402751884100693
Commercial Litigation,-0.009141965229065154,-0.04096483741977326,0.31581324055282306,-0.0007827700306295661,0.003600885266691996,0.0030018011549470614,-0.0025377895914534283,-0.0003400798637478295,0.0013593770925411607,-0.005361433554145794
Pre Litigation,-0.004940647366080015,-0.0235907143246657,0.18467085390911223,-0.000833532332872263,0.0025043193638608447,-0.014619949397525017,-0.0013762696156008989,-0.0015589028882293068,-0.0007506599202732298,0.00895797857923262
Pharmaceutical Industry,0.005806862541063966,0.05583768268064104,0.0032487637116909167,0.05155123851643578,-0.0004939910298390978,-0.05624132180244814,0.008214191700928198,-0.026096816200357618,0.023082710712308135,0.008064069171778206
Community Leadership,-0.0014371807928330327,-0.004029111362888507,0.00768931345845517,0.007680240806173684,0.00038323035175798106,0.06379961915251944,-0.0008316756385505546,0.0010175067696005385,0.011367870486338902,-0.04925271922270828
Confocal Microscopy,0.0012039284020210388,0.0673888361585468,0.008551657386797524,-0.032392843908922817,0.0036398578580830315,-0.01237688200232531,-0.004511832348997169,-0.06542082005371261,0.06144364530884643,0.011902271793264389
Bioinformatics Software,-0.0014762664065318658,0.032513375599604655,0.002904731211145591,-0.023404329831113593,0.0009168300028292839,-0.006820615966414998,9.948136992701647e-05,-0.024303249055965398,0.020030774654384666,0.012746486383875235
Counterterrorism,-0.002446224058133156,-0.009047178440285915,-0.006037542712862186,0.00040679225849963354,0.25636446356129655,0.0021727201569325043,-0.004126693280154726,-0.003243462655684264,-0.005367243687215366,-0.00321117466118392
Nuclear Magnetic Resonance Spectroscopy,0.0007815912386440889,0.04631235878018994,0.004781554860652475,-0.027828563578045012,0.013427752640406694,0.010173295084218634,-0.0013316050122195622,0.036916463911388565,-0.0002330069816083209,0.014328875670496672
Research Collaboration,0.004243182663504754,0.028239143785055133,0.002676517209506076,0.007665960432289379,0.0013295604036116927,0.04310774703299252,-0.005290502501116468,0.014908458510469184,0.0030927335067118668,0.01220087205940557
Higher Education,0.006329808788897288,0.017392455120875474,0.0004349534284466259,0.049113241485378635,-0.0030406483207776253,0.06608583729022932,-0.005320912819557175,-0.04801588840796059,-0.08795273783103932,-0.05113934000241522
Analytical Chemistry,-0.002244752025248208,0.041755145968814425,0.00338288429803618,-0.0247964334771474,0.0016995537678555351,-0.01986765250519585,0.0027924524690937954,-0.012473188473917048,0.020243804890528332,0.017687629995585614
Curriculum Development,0.00024365898840986278,0.007109082415383831,-0.0006172790162408086,0.01229610895833167,-0.0027829167631638636,0.1266146035068005,-0.010157579968435238,-0.012492387662044758,0.004744388287505818,-0.04881442579561002
Education Policy Analysis,-0.0020000025297736293,0.00782704586826456,0.02941219592796276,0.01181492016210884,0.0006378199967108891,0.06367801989132173,-0.001522000683354534,0.023964580176587914,-0.022776303982233684,-0.04374695154751486
Protein Engineering,-0.0031346503638241554,0.05483596994842698,0.005261752972620967,-0.040999626536744146,0.0013780579714903795,0.003663804954060606,0.0013131550426039682,0.05969844375594257,-0.019003768855110886,0.01145340155609983
Scientific Communications,0.000635108471610546,0.07794216530648455,0.009315461377109589,-0.03404743613620335,0.003056984132202677,0.001937550992109164,-0.0017568591286559355,0.004741326823813523,0.010462980515762808,0.010111704624408045
Higher Education Leadership,0.00023593446153485217,0.048753132476650765,0.002187157816925797,-0.0027802934250892555,0.003522176340282911,0.19516519004874633,-0.014349104691965807,0.08251506844557246,-0.01644529523173323,-0.05490736831697519
Physics Teaching,-0.000367363101302135,0.013104212784678604,-9.248649337640296e-06,-0.006184700476804157,-0.0013197059582222613,0.04069166977100227,-0.002085327702309596,-0.0019439153966006697,-0.007570522757855356,-0.012836720625203473
Biomedical Research,0.014914870069109206,0.029633874163190688,0.0033143876269256106,0.07005221589429268,0.0005159786056010891,0.020114536574810663,-0.005089316051929951,0.012175294440368915,0.016669623154471257,0.07012403794279813
qPCR,-0.00021716190252176094,0.07735888762554481,0.010023771056483109,-0.03513179122503567,0.0046568025413683675,-0.055671591003370144,-0.001824984473644714,-0.14572584441179498,0.12207271064393743,0.006062728619548163
Preclinical Development,0.002179231638435681,0.026853371241294895,0.0026012549111803273,0.0362911372994169,-0.00011624055568504577,-0.032521406536534556,0.005475088636379878,-0.007378769475704099,0.004632873114352584,-0.018611512021173636
Communication Development,0.00018475727943913318,0.004537981945802128,0.003337256095462231,0.005887991142422044,-0.001796673924945071,0.07449911104268633,-0.005099798040229715,-0.002915984355187378,0.013235681174531765,-0.028845400472998373
Providing Legal Advice,-0.004788876450120153,-0.02433768424602959,0.2077347426429442,-0.0006699339629981782,0.002474687688406009,-0.014557125630192149,-0.0025651146092627035,-0.00020302679046833375,-0.002211460783483053,0.009957029496092831
Educational Presentations,-0.0009026144964943538,0.00040335962457810603,0.011294493005876323,0.007038986329027081,-0.001831664884266202,0.06930405443149679,-0.0044580096378816995,-0.002311936693998803,0.011552601346882603,-0.03589498386618149
International Criminal Law,-0.0031472543946741574,-0.00998095133411487,0.10763487176532975,-0.002453717274569232,0.0011217475499119417,0.010872238688542061,-0.0013584028788772662,0.005976087416040842,-0.0020868893004686376,-0.009017656532557282
Motivational Interviewing,0.006512299108626757,0.010284979702913808,0.02032018133259288,0.007290172632882854,-0.00022133178142531753,0.08585264577844762,-0.00989664186381064,0.02112421613489834,0.004945995907394877,-0.028108613548454314
Nonprofit Strategies,0.009476141876560455,-0.0036497417819088937,0.007285903851966771,0.01534430004289133,-0.00316467708393026,0.1270355671581415,-0.00930484706958234,-0.02753606925936812,0.015587945256433127,-0.08376753985964698
Nonprofit Financial Management,0.0022424152517768483,0.001307252954736114,0.034671337816294875,0.04711647281620294,0.0035992338616477617,0.04355716288777939,-0.0010696594075240821,0.014297302629086144,-0.029788920099055014,-0.03940225924198923
Mammalian Cell Culture,0.006364527907058057,0.10496737349650602,0.009743152040641809,0.11460891240645235,-0.0003297824041084957,-0.05525275483621252,0.003826212958828913,-0.10785990776319153,0.019720955522062468,-0.09815644308634248
Force Protection,-0.0009208504638967517,-0.012429733763121216,-0.008820299371077044,0.0004741350785005978,0.35825470680267113,0.0009539391085703659,-0.005823867794313118,-0.002578697912799741,-0.004936249473434312,0.0026435567841591543
Scientific Presentation,0.003255715054172172,0.057188479411036997,0.0076710362763668565,-0.007423138830932337,0.0031845297973329017,0.02124134097142408,-0.0037378945608622432,0.020608714398932304,0.042664322139880764,0.013353763100279435
Cultural Research,-0.0008592150029625898,-0.0002042362239647312,0.0012015011305567388,0.007087558871506293,-0.0032878553906739816,0.08238230315562034,-0.00392584656541946,-0.000734654115358181,0.014921348178008973,-0.0534074270257123
Behavioral Science,0.005345350993123013,0.014445217469753344,0.002108998141367496,0.033072204695293005,-0.002795735065940868,0.12236960471445822,-0.012325503637496796,-0.035483798318457875,0.024821836281015055,-0.05762328288035829
Publications,0.002309046458258923,0.01909523341776001,0.002062681055514309,0.01185097868568133,-0.001168718155949801,0.03347259400685777,-0.001723389599083087,0.0021667182596635795,-0.02466738064649905,-0.020295077776898145
Environmental Science,-0.0023550916884604793,-0.004285680244804533,0.003626666007584963,-0.00048178579302017853,-0.0019539545733381824,-0.0008521990170128745,-0.030029472340782404,0.00288720094734342,0.0022749038865973914,-0.004709017322287172
Nanotechnology,-0.002405471053416961,0.03862731101285973,0.0033143529830707385,-0.03488855956569718,0.0014278363179347465,-0.003364392335281419,0.0018563649066660527,0.045255432748238046,-0.023039934123883686,0.018459957088302652
National Security,-0.001758281257176838,-0.013003047380136456,-0.005703226885478034,0.0020196622552342103,0.3623605459886972,0.0013467610471062075,-0.005790162123374405,-0.0050566505084567465,-0.007624194739625343,0.0023033435692998163
Bluebeam Revu,-0.002318313537321961,-0.0057406758185637955,-0.004279648129260335,-0.0009868462086391288,-0.004086098659828874,-0.019007546053307855,-0.1861022527160621,0.0027572525300819323,-0.003448970403142859,-0.0047730995776643055
Randomized Clinical Trials,0.0014171966304841674,0.001711303881223963,0.030020150681012422,0.010169666201311833,0.0006157941285143239,0.02225848443520512,-0.0014770185398244981,-0.007494940967472753,0.01467872271737522,0.00034115279762397414
Mental Health First Aid,0.008309179600277107,0.022295442775308552,0.004433028567505859,0.011067397183555254,0.0006277537436392788,0.07226759959606838,-0.011628297338947222,-0.031176640706695995,0.023708405976284052,0.014690654818816153
