feature,coefficient,abs_coefficient
major_te,0.6940405481268307,0.6940405481268307
numconnections,0.3062213966449048,0.3062213966449048
school_te,0.2518313769114472,0.2518313769114472
user_country_te,0.11108536536840115,0.11108536536840115
entry_job_year,-0.0954073424934885,0.0954073424934885
prestige,0.0012522513406064233,0.0012522513406064233
university_country_te,-2.2689132638597135e-14,2.2689132638597135e-14
degree_te,-2.2689132638597135e-14,2.2689132638597135e-14
