feature,coefficient,abs_coefficient
major_te,0.6816472624694969,0.6816472624694969
numconnections,0.3024191525094061,0.3024191525094061
school_te,0.24596011009869923,0.24596011009869923
user_country_te,0.11083670524784367,0.11083670524784367
entry_job_year,-0.09685807939182664,0.09685807939182664
prestige,0.013813885360928242,0.013813885360928242
university_country_te,-2.291320486853957e-14,2.291320486853957e-14
degree_te,-2.291320486853957e-14,2.291320486853957e-14
