variant,model,test_auc,test_accuracy,precision,recall,n_train,n_test
student_skills_only,random_forest,0.8394247779008962,0.8619550858652576,0.44964028776978415,0.32051282051282054,12112,3028
student_skills_only,hist_gradient_boosting,0.8345259617814584,0.8731836195508587,0.5405405405405406,0.10256410256410256,12112,3028
student_skills_only,logistic_regression,0.8323739818432767,0.7308454425363277,0.2997172478793591,0.8153846153846154,12112,3028
