skill,users,popular_users,nonpopular_users,popular_rate,log_odds_popular,abs_log_odds
oracle database administration,59,2,57,0.03389830508474576,-1.2231242505529334,1.2231242505529334
analytical writing,35,1,34,0.02857142857142857,-1.2231242505529334,1.2231242505529334
accounts receivable management,35,1,34,0.02857142857142857,-1.2231242505529334,1.2231242505529334
athlete management,35,1,34,0.02857142857142857,-1.2231242505529334,1.2231242505529334
agile project management,1409,469,940,0.33286018452803406,1.2176266152834483,1.2176266152834483
hospitality management,177,7,170,0.03954802259887006,-1.211462310805091,1.211462310805091
project planning,153,6,147,0.0392156862745098,-1.2096560335020676,1.2096560335020676
educational fundraising,460,19,441,0.041304347826086954,-1.207393589098098,1.207393589098098
mysql workbench,1277,422,855,0.33046202036021927,1.2068733188411962,1.2068733188411962
catering sales,58,2,56,0.034482758620689655,-1.205579940902024,1.205579940902024
organizational effectiveness,58,2,56,0.034482758620689655,-1.205579940902024,1.205579940902024
suspension cell culture,410,17,393,0.041463414634146344,-1.2005102215517733,1.2005102215517733
logic simulation,31,10,21,0.3225806451612903,1.195692287406076,1.195692287406076
post doctoral training,478,20,458,0.04184100418410042,-1.1951654401759413,1.1951654401759413
social media campaigns,291,12,279,0.041237113402061855,-1.1949036829106823,1.1949036829106823
data mining methods,34,1,33,0.029411764705882353,-1.1937103653466403,1.1937103653466403
government advocacy,34,1,33,0.029411764705882353,-1.1937103653466403,1.1937103653466403
english language skills,34,1,33,0.029411764705882353,-1.1937103653466403,1.1937103653466403
online content creation,34,1,33,0.029411764705882353,-1.1937103653466403,1.1937103653466403
laboratory quality assurance,34,1,33,0.029411764705882353,-1.1937103653466403,1.1937103653466403
office 365 exchange online,28,9,19,0.32142857142857145,1.1932472984130094,1.1932472984130094
income tax compliance,25,8,17,0.32,1.1902352479430185,1.1902352479430185
spss software,57,2,55,0.03508771929824561,-1.187722323502018,1.187722323502018
government law,57,2,55,0.03508771929824561,-1.187722323502018,1.187722323502018
new media marketing,80,3,77,0.0375,-1.185145002487717,1.185145002487717
derivative valuation,662,215,447,0.324773413897281,1.1816543372051083,1.1816543372051083
ansys simulation software,19,6,13,0.3157894736842105,1.1814824568334235,1.1814824568334235
computer-aided software engineering,19,6,13,0.3157894736842105,1.1814824568334235,1.1814824568334235
system architecture,19,6,13,0.3157894736842105,1.1814824568334235,1.1814824568334235
cuda,19,6,13,0.3157894736842105,1.1814824568334235,1.1814824568334235
legal writing,840,36,804,0.04285714285714286,-1.1805387404677763,1.1805387404677763
prototype javascript framework,2027,658,1369,0.32461766156882094,1.1801334978564189,1.1801334978564189
qualitative data analysis,448,19,429,0.04241071428571429,-1.1798373104783932,1.1798373104783932
embedded systems development,244,79,165,0.3237704918032787,1.179155792219384,1.179155792219384
social media storytelling,1874,81,1793,0.0432230522945571,-1.1789513113493044,1.1789513113493044
information security management systems,16,5,11,0.3125,1.1747710222454364,1.1747710222454364
nestjs,16,5,11,0.3125,1.1747710222454364,1.1747710222454364
mcafee network security,16,5,11,0.3125,1.1747710222454364,1.1747710222454364
digital media strategy,79,3,76,0.0379746835443038,-1.1721578069609064,1.1721578069609064
plant biotechnology,216,9,207,0.041666666666666664,-1.1714695756880422,1.1714695756880422
film production,193,8,185,0.04145077720207254,-1.1706187531750034,1.1706187531750034
event coordination,56,2,54,0.03571428571428571,-1.1695400044188276,1.1695400044188276
athletic training,56,2,54,0.03571428571428571,-1.1695400044188276,1.1695400044188276
3d graphic design,56,2,54,0.03571428571428571,-1.1695400044188276,1.1695400044188276
data storytelling,56,2,54,0.03571428571428571,-1.1695400044188276,1.1695400044188276
information and communications technology,56,2,54,0.03571428571428571,-1.1695400044188276,1.1695400044188276
preparation of business cases,13,4,9,0.3076923076923077,1.1651555635459943,1.1651555635459943
helicopter underwater escape training,13,4,9,0.3076923076923077,1.1651555635459943,1.1651555635459943
factset,13,4,9,0.3076923076923077,1.1651555635459943,1.1651555635459943
software engineering,13,4,9,0.3076923076923077,1.1651555635459943,1.1651555635459943
vmware virtualization,13,4,9,0.3076923076923077,1.1651555635459943,1.1651555635459943
java architecture for xml binding,13,4,9,0.3076923076923077,1.1651555635459943,1.1651555635459943
corporate financial reporting,153,49,104,0.3202614379084967,1.1651555635459943,1.1651555635459943
international banking services,13,4,9,0.3076923076923077,1.1651555635459943,1.1651555635459943
yahoo search marketing,13,4,9,0.3076923076923077,1.1651555635459943,1.1651555635459943
property management,13,4,9,0.3076923076923077,1.1651555635459943,1.1651555635459943
amazon s3 buckets,69,22,47,0.3188405797101449,1.1651555635459943,1.1651555635459943
relationship development,33,1,32,0.030303030303030304,-1.1634050158513114,1.1634050158513114
discussion facilitation,33,1,32,0.030303030303030304,-1.1634050158513114,1.1634050158513114
hospitality operations,33,1,32,0.030303030303030304,-1.1634050158513114,1.1634050158513114
investigative interviewing,33,1,32,0.030303030303030304,-1.1634050158513114,1.1634050158513114
k12 education,33,1,32,0.030303030303030304,-1.1634050158513114,1.1634050158513114
laboratory instrumentation,33,1,32,0.030303030303030304,-1.1634050158513114,1.1634050158513114
patient self management,33,1,32,0.030303030303030304,-1.1634050158513114,1.1634050158513114
account marketing,33,1,32,0.030303030303030304,-1.1634050158513114,1.1634050158513114
employment training,33,1,32,0.030303030303030304,-1.1634050158513114,1.1634050158513114
pediatric cpr,33,1,32,0.030303030303030304,-1.1634050158513114,1.1634050158513114
business impact analysis,33,1,32,0.030303030303030304,-1.1634050158513114,1.1634050158513114
microservices development,38,12,26,0.3157894736842105,1.1609538766922949,1.1609538766922949
legal analysis,38,12,26,0.3157894736842105,1.1609538766922949,1.1609538766922949
spring data,113,36,77,0.3185840707964602,1.1594042896053605,1.1594042896053605
project portfolio management,357,114,243,0.31932773109243695,1.1578278458478657,1.1578278458478657
leadership psychology,167,7,160,0.041916167664670656,-1.1510209566515908,1.1510209566515908
team collaboration,55,2,53,0.03636363636363636,-1.1510209566515899,1.1510209566515899
bazel,10,3,7,0.3,1.1502299133293192,1.1502299133293192
automotive open system architecture,10,3,7,0.3,1.1502299133293192,1.1502299133293192
global accounting,10,3,7,0.3,1.1502299133293192,1.1502299133293192
internal control system,10,3,7,0.3,1.1502299133293192,1.1502299133293192
hasura graphql engine,10,3,7,0.3,1.1502299133293192,1.1502299133293192
marketing analysis,10,3,7,0.3,1.1502299133293192,1.1502299133293192
systems simulation,10,3,7,0.3,1.1502299133293192,1.1502299133293192
amazon s3,10,3,7,0.3,1.1502299133293192,1.1502299133293192
digital transformation,10,3,7,0.3,1.1502299133293192,1.1502299133293192
microsoft exchange servers,10,3,7,0.3,1.1502299133293192,1.1502299133293192
logic pro x,10,3,7,0.3,1.1502299133293192,1.1502299133293192
android software development,73,23,50,0.3150684931506849,1.147397050245015,1.147397050245015
architectural design,77,3,74,0.03896103896103896,-1.1456661915139295,1.1456661915139295
technical report writing,77,3,74,0.03896103896103896,-1.1456661915139295,1.1456661915139295
real estate project management,165,7,158,0.04242424242424243,-1.1384816073988553,1.1384816073988553
university teaching,341,15,326,0.04398826979472141,-1.135219959415069,1.135219959415069
react jsx,61,19,42,0.3114754098360656,1.133280355015546,1.133280355015546
resort,10,0,10,0.0,-1.1321524723472072,1.1321524723472072
resource allocation,10,0,10,0.0,-1.1321524723472072,1.1321524723472072
laboratory medicine,10,0,10,0.0,-1.1321524723472072,1.1321524723472072
grant reviewing,10,0,10,0.0,-1.1321524723472072,1.1321524723472072
multimedia art,10,0,10,0.0,-1.1321524723472072,1.1321524723472072
global logistics,10,0,10,0.0,-1.1321524723472072,1.1321524723472072
residential real estate,10,0,10,0.0,-1.1321524723472072,1.1321524723472072
sql optimization,98,4,94,0.04081632653061224,-1.1321524723472072,1.1321524723472072
new hire orientations,10,0,10,0.0,-1.1321524723472072,1.1321524723472072
museum education,10,0,10,0.0,-1.1321524723472072,1.1321524723472072
ultrasound,10,0,10,0.0,-1.1321524723472072,1.1321524723472072
law enforcement,10,0,10,0.0,-1.1321524723472072,1.1321524723472072
health and wellness management,10,0,10,0.0,-1.1321524723472072,1.1321524723472072
music ensembles,10,0,10,0.0,-1.1321524723472072,1.1321524723472072
tourism management,10,0,10,0.0,-1.1321524723472072,1.1321524723472072
retail replenishment,10,0,10,0.0,-1.1321524723472072,1.1321524723472072
news editing,32,1,31,0.03125,-1.1321524723472072,1.1321524723472072
drainage,10,0,10,0.0,-1.1321524723472072,1.1321524723472072
music videos,10,0,10,0.0,-1.1321524723472072,1.1321524723472072
art handling,10,0,10,0.0,-1.1321524723472072,1.1321524723472072
translational research,10,0,10,0.0,-1.1321524723472072,1.1321524723472072
news management,10,0,10,0.0,-1.1321524723472072,1.1321524723472072
gurobi,10,0,10,0.0,-1.1321524723472072,1.1321524723472072
lean product development,10,0,10,0.0,-1.1321524723472072,1.1321524723472072
music supervision,10,0,10,0.0,-1.1321524723472072,1.1321524723472072
distance learning,10,0,10,0.0,-1.1321524723472072,1.1321524723472072
rna-seq,10,0,10,0.0,-1.1321524723472072,1.1321524723472072
spoken english,54,2,52,0.037037037037037035,-1.1321524723472072,1.1321524723472072
cultural heritage,10,0,10,0.0,-1.1321524723472072,1.1321524723472072
legal support services,10,0,10,0.0,-1.1321524723472072,1.1321524723472072
nanoparticles,10,0,10,0.0,-1.1321524723472072,1.1321524723472072
hard news reporting,10,0,10,0.0,-1.1321524723472072,1.1321524723472072
customer feedback,10,0,10,0.0,-1.1321524723472072,1.1321524723472072
newsletters,10,0,10,0.0,-1.1321524723472072,1.1321524723472072
animation production,10,0,10,0.0,-1.1321524723472072,1.1321524723472072
motion planning,10,0,10,0.0,-1.1321524723472072,1.1321524723472072
international criminal law,54,2,52,0.037037037037037035,-1.1321524723472072,1.1321524723472072
autoclave,10,0,10,0.0,-1.1321524723472072,1.1321524723472072
immunostaining,10,0,10,0.0,-1.1321524723472072,1.1321524723472072
dental public health,10,0,10,0.0,-1.1321524723472072,1.1321524723472072
convenience store management,76,3,73,0.039473684210526314,-1.1321524723472072,1.1321524723472072
manual therapy,10,0,10,0.0,-1.1321524723472072,1.1321524723472072
medical physics,10,0,10,0.0,-1.1321524723472072,1.1321524723472072
industrial sewing,10,0,10,0.0,-1.1321524723472072,1.1321524723472072
medical office support,10,0,10,0.0,-1.1321524723472072,1.1321524723472072
marine biology,10,0,10,0.0,-1.1321524723472072,1.1321524723472072
structural analysis,10,0,10,0.0,-1.1321524723472072,1.1321524723472072
medical microbiology,10,0,10,0.0,-1.1321524723472072,1.1321524723472072
infant mental health,10,0,10,0.0,-1.1321524723472072,1.1321524723472072
medical imaging physics,10,0,10,0.0,-1.1321524723472072,1.1321524723472072
information literacy,10,0,10,0.0,-1.1321524723472072,1.1321524723472072
sql server integration services,10,0,10,0.0,-1.1321524723472072,1.1321524723472072
data integration tools,10,0,10,0.0,-1.1321524723472072,1.1321524723472072
media strategy,10,0,10,0.0,-1.1321524723472072,1.1321524723472072
azure iot,10,0,10,0.0,-1.1321524723472072,1.1321524723472072
data manipulation,10,0,10,0.0,-1.1321524723472072,1.1321524723472072
short correspondence,10,0,10,0.0,-1.1321524723472072,1.1321524723472072
media outreach,10,0,10,0.0,-1.1321524723472072,1.1321524723472072
courts,54,2,52,0.037037037037037035,-1.1321524723472072,1.1321524723472072
security operations management,10,0,10,0.0,-1.1321524723472072,1.1321524723472072
student counseling,32,1,31,0.03125,-1.1321524723472072,1.1321524723472072
database development,10,0,10,0.0,-1.1321524723472072,1.1321524723472072
anomaly detection,10,0,10,0.0,-1.1321524723472072,1.1321524723472072
annuity sales,10,0,10,0.0,-1.1321524723472072,1.1321524723472072
sewing machine,10,0,10,0.0,-1.1321524723472072,1.1321524723472072
immigration,10,0,10,0.0,-1.1321524723472072,1.1321524723472072
medical surgical nursing,10,0,10,0.0,-1.1321524723472072,1.1321524723472072
maintenance,32,1,31,0.03125,-1.1321524723472072,1.1321524723472072
inventory valuation,10,0,10,0.0,-1.1321524723472072,1.1321524723472072
concrete design,10,0,10,0.0,-1.1321524723472072,1.1321524723472072
linux kvm,10,0,10,0.0,-1.1321524723472072,1.1321524723472072
techno economic analysis,10,0,10,0.0,-1.1321524723472072,1.1321524723472072
model casting,10,0,10,0.0,-1.1321524723472072,1.1321524723472072
technical skills,10,0,10,0.0,-1.1321524723472072,1.1321524723472072
mobile ux design,10,0,10,0.0,-1.1321524723472072,1.1321524723472072
high organizational skills,10,0,10,0.0,-1.1321524723472072,1.1321524723472072
biological anthropology,10,0,10,0.0,-1.1321524723472072,1.1321524723472072
litigation,10,0,10,0.0,-1.1321524723472072,1.1321524723472072
critical care medicine,10,0,10,0.0,-1.1321524723472072,1.1321524723472072
digital communications,10,0,10,0.0,-1.1321524723472072,1.1321524723472072
digital cinematography,10,0,10,0.0,-1.1321524723472072,1.1321524723472072
constituent relations,10,0,10,0.0,-1.1321524723472072,1.1321524723472072
iv insertion,10,0,10,0.0,-1.1321524723472072,1.1321524723472072
differential scanning calorimetry,10,0,10,0.0,-1.1321524723472072,1.1321524723472072
developmental disabilities,10,0,10,0.0,-1.1321524723472072,1.1321524723472072
apparel industry,10,0,10,0.0,-1.1321524723472072,1.1321524723472072
store sales,10,0,10,0.0,-1.1321524723472072,1.1321524723472072
design studio,10,0,10,0.0,-1.1321524723472072,1.1321524723472072
behavioral health hospital,10,0,10,0.0,-1.1321524723472072,1.1321524723472072
team development,10,0,10,0.0,-1.1321524723472072,1.1321524723472072
local marketing,10,0,10,0.0,-1.1321524723472072,1.1321524723472072
data automation,10,0,10,0.0,-1.1321524723472072,1.1321524723472072
school nursing,10,0,10,0.0,-1.1321524723472072,1.1321524723472072
science outreach,10,0,10,0.0,-1.1321524723472072,1.1321524723472072
logistics management,142,6,136,0.04225352112676056,-1.1321524723472072,1.1321524723472072
contemporary teaching,10,0,10,0.0,-1.1321524723472072,1.1321524723472072
root cause analysis,10,0,10,0.0,-1.1321524723472072,1.1321524723472072
large datasets,10,0,10,0.0,-1.1321524723472072,1.1321524723472072
early childhood literacy,10,0,10,0.0,-1.1321524723472072,1.1321524723472072
chamber music,10,0,10,0.0,-1.1321524723472072,1.1321524723472072
reliability prediction for electronic components,10,0,10,0.0,-1.1321524723472072,1.1321524723472072
esg investing,10,0,10,0.0,-1.1321524723472072,1.1321524723472072
clinical data,10,0,10,0.0,-1.1321524723472072,1.1321524723472072
reagent manufacturing,10,0,10,0.0,-1.1321524723472072,1.1321524723472072
energy systems analysis,10,0,10,0.0,-1.1321524723472072,1.1321524723472072
remote sensing,10,0,10,0.0,-1.1321524723472072,1.1321524723472072
remote troubleshooting,10,0,10,0.0,-1.1321524723472072,1.1321524723472072
producing,32,1,31,0.03125,-1.1321524723472072,1.1321524723472072
personal injury law,10,0,10,0.0,-1.1321524723472072,1.1321524723472072
functional family therapy,10,0,10,0.0,-1.1321524723472072,1.1321524723472072
electronic document management systems,10,0,10,0.0,-1.1321524723472072,1.1321524723472072
energy efficiency,10,0,10,0.0,-1.1321524723472072,1.1321524723472072
production sound,10,0,10,0.0,-1.1321524723472072,1.1321524723472072
ableton live,10,0,10,0.0,-1.1321524723472072,1.1321524723472072
email management,32,1,31,0.03125,-1.1321524723472072,1.1321524723472072
payroll services,10,0,10,0.0,-1.1321524723472072,1.1321524723472072
